StudentID,Name,Electronics,Programming,Database,Data Science,Math,Eng
S04481,Student_4481,77,64,41,49,64,44
S04482,Student_4482,43,41,84,57,46,99
S04483,Student_4483,84,88,81,48,76,94
S04484,Student_4484,92,89,44,49,67,43
S04485,Student_4485,98,54,83,42,87,50
S04486,Student_4486,82,49,65,46,48,65
S04487,Student_4487,51,50,74,47,66,55
S04488,Student_4488,81,42,78,72,75,58
S04489,Student_4489,94,75,50,86,85,50
S04490,Student_4490,73,76,98,95,60,60
S04491,Student_4491,88,88,93,79,50,70
S04492,Student_4492,47,79,53,65,79,52
S04493,Student_4493,81,71,72,90,90,83
S04494,Student_4494,95,93,62,43,52,76
S04495,Student_4495,87,46,64,91,59,59
S04496,Student_4496,90,79,84,87,75,61
S04497,Student_4497,50,73,81,66,60,60
S04498,Student_4498,62,87,65,99,48,54
S04499,Student_4499,52,88,75,69,52,69
S04500,Student_4500,61,41,84,57,48,86
S04501,Student_4501,98,83,72,69,74,52
S04502,Student_4502,69,46,95,49,49,93
S04503,Student_4503,85,46,53,78,48,64
S04504,Student_4504,95,85,62,51,64,75
S04505,Student_4505,90,68,64,93,98,86
S04506,Student_4506,94,60,76,88,60,53
S04507,Student_4507,46,96,43,71,82,41
S04508,Student_4508,87,52,77,69,49,59
S04509,Student_4509,52,91,92,77,96,58
S04510,Student_4510,53,45,44,74,57,41
S04511,Student_4511,68,92,57,44,90,60
S04512,Student_4512,72,48,68,60,75,84
S04513,Student_4513,77,41,80,90,99,58
S04514,Student_4514,83,95,51,90,97,52
S04515,Student_4515,90,92,75,79,89,76
S04516,Student_4516,45,72,94,73,84,65
S04517,Student_4517,87,61,83,66,80,62
S04518,Student_4518,69,75,73,95,65,94
S04519,Student_4519,56,76,70,78,56,49
S04520,Student_4520,97,73,77,46,65,43
S04521,Student_4521,66,68,53,42,75,80
S04522,Student_4522,68,49,75,57,72,78
S04523,Student_4523,67,63,86,70,57,82
S04524,Student_4524,48,68,58,72,85,72
S04525,Student_4525,84,45,44,68,48,57
S04526,Student_4526,97,98,71,94,86,46
S04527,Student_4527,59,95,41,78,46,72
S04528,Student_4528,73,44,95,60,77,96
S04529,Student_4529,63,42,99,82,76,52
S04530,Student_4530,58,83,72,70,60,67
S04531,Student_4531,81,88,97,91,49,76
S04532,Student_4532,81,51,46,40,52,45
S04533,Student_4533,86,72,44,89,47,43
S04534,Student_4534,63,95,93,91,89,49
S04535,Student_4535,42,95,84,61,63,45
S04536,Student_4536,46,70,68,45,62,54
S04537,Student_4537,83,66,64,41,65,84
S04538,Student_4538,52,79,85,45,44,78
S04539,Student_4539,78,81,65,97,78,63
S04540,Student_4540,84,92,56,72,95,47
S04541,Student_4541,49,46,49,62,87,62
S04542,Student_4542,85,79,59,63,88,58
S04543,Student_4543,59,50,93,62,61,83
S04544,Student_4544,94,40,74,92,74,89
S04545,Student_4545,71,57,80,46,73,64
S04546,Student_4546,95,62,67,80,85,65
S04547,Student_4547,61,72,46,58,86,86
S04548,Student_4548,85,58,83,40,93,61
S04549,Student_4549,90,78,91,95,71,63
S04550,Student_4550,84,86,46,94,98,84
S04551,Student_4551,65,98,52,80,69,96
S04552,Student_4552,62,77,42,90,85,69
S04553,Student_4553,48,83,43,78,78,71
S04554,Student_4554,93,93,94,56,57,89
S04555,Student_4555,80,83,52,47,78,91
S04556,Student_4556,44,72,55,92,93,95
S04557,Student_4557,46,45,73,56,65,89
S04558,Student_4558,79,56,72,82,62,42
S04559,Student_4559,94,75,51,47,67,91
S04560,Student_4560,95,66,81,52,73,94
S04561,Student_4561,86,72,99,59,82,45
S04562,Student_4562,86,78,51,43,74,70
S04563,Student_4563,67,89,87,96,43,58
S04564,Student_4564,77,56,63,40,61,53
S04565,Student_4565,43,95,52,75,57,40
S04566,Student_4566,43,49,65,57,55,81
S04567,Student_4567,72,60,82,88,76,78
S04568,Student_4568,44,52,87,85,51,41
S04569,Student_4569,40,63,53,79,94,61
S04570,Student_4570,94,49,73,53,64,66
S04571,Student_4571,50,74,45,41,86,94
S04572,Student_4572,70,93,67,86,48,48
S04573,Student_4573,82,48,44,81,41,50
S04574,Student_4574,63,45,41,63,67,90
S04575,Student_4575,74,58,62,52,44,85
S04576,Student_4576,57,43,81,68,82,44
S04577,Student_4577,75,51,58,47,47,59
S04578,Student_4578,53,77,45,51,45,84
S04579,Student_4579,80,91,78,84,46,76
S04580,Student_4580,87,61,55,50,45,98
S04581,Student_4581,86,61,90,92,43,96
S04582,Student_4582,94,79,89,89,92,65
S04583,Student_4583,45,50,49,77,80,89
S04584,Student_4584,46,42,98,48,81,44
S04585,Student_4585,57,79,62,57,90,49
S04586,Student_4586,49,40,68,76,43,79
S04587,Student_4587,74,88,63,70,40,84
S04588,Student_4588,93,65,62,97,51,84
S04589,Student_4589,50,88,44,88,62,49
S04590,Student_4590,90,84,67,77,99,87
S04591,Student_4591,56,73,59,93,47,83
S04592,Student_4592,74,62,96,86,76,88
S04593,Student_4593,75,99,66,50,70,46
S04594,Student_4594,56,51,79,40,76,72
S04595,Student_4595,80,67,66,65,45,83
S04596,Student_4596,83,98,75,79,77,67
S04597,Student_4597,63,61,92,98,83,95
S04598,Student_4598,66,51,54,42,43,93
S04599,Student_4599,52,88,49,41,49,77
S04600,Student_4600,86,46,64,65,95,61
S04601,Student_4601,46,58,81,83,69,55
S04602,Student_4602,43,86,40,86,69,45
S04603,Student_4603,76,53,91,66,55,68
S04604,Student_4604,90,50,82,59,84,98
S04605,Student_4605,41,42,68,88,57,93
S04606,Student_4606,90,42,65,92,56,54
S04607,Student_4607,74,85,96,99,86,68
S04608,Student_4608,98,80,57,58,50,93
S04609,Student_4609,48,81,65,51,46,65
S04610,Student_4610,72,81,56,95,92,84
S04611,Student_4611,77,64,50,44,93,52
S04612,Student_4612,75,89,81,94,76,91
S04613,Student_4613,53,61,44,84,91,77
S04614,Student_4614,42,44,50,51,86,63
S04615,Student_4615,82,64,97,44,99,90
S04616,Student_4616,57,65,84,65,50,53
S04617,Student_4617,64,55,42,97,48,99
S04618,Student_4618,59,47,53,83,92,74
S04619,Student_4619,41,55,58,97,66,96
S04620,Student_4620,43,49,97,66,51,60
S04621,Student_4621,73,61,94,73,63,67
S04622,Student_4622,95,62,60,80,50,49
S04623,Student_4623,86,88,92,54,97,51
S04624,Student_4624,84,44,57,69,77,73
S04625,Student_4625,64,91,67,96,97,47
S04626,Student_4626,55,42,53,98,71,49
S04627,Student_4627,77,61,40,87,61,82
S04628,Student_4628,58,78,69,93,54,97
S04629,Student_4629,42,64,89,54,53,79
S04630,Student_4630,51,97,82,57,63,44
S04631,Student_4631,72,82,64,84,65,79
S04632,Student_4632,63,58,99,82,98,64
S04633,Student_4633,78,75,95,97,89,41
S04634,Student_4634,87,45,45,44,67,95
S04635,Student_4635,53,68,70,91,54,43
S04636,Student_4636,92,63,52,71,88,46
S04637,Student_4637,97,64,61,92,83,40
S04638,Student_4638,50,58,62,78,49,96
S04639,Student_4639,43,51,58,89,71,54
S04640,Student_4640,79,53,41,97,73,94
S04641,Student_4641,94,61,96,53,69,72
S04642,Student_4642,75,43,99,94,61,71
S04643,Student_4643,40,66,67,56,67,81
S04644,Student_4644,82,57,91,53,85,62
S04645,Student_4645,50,78,73,55,44,99
S04646,Student_4646,68,56,96,46,59,70
S04647,Student_4647,78,90,85,48,99,74
S04648,Student_4648,90,56,89,56,40,56
S04649,Student_4649,75,95,64,65,42,78
S04650,Student_4650,76,86,75,41,95,91
S04651,Student_4651,47,55,61,87,64,42
S04652,Student_4652,94,60,61,76,58,70
S04653,Student_4653,81,94,61,80,93,70
S04654,Student_4654,73,77,85,57,59,44
S04655,Student_4655,68,41,63,81,92,92
S04656,Student_4656,48,79,45,69,52,92
S04657,Student_4657,54,44,81,44,95,87
S04658,Student_4658,81,82,87,94,47,61
S04659,Student_4659,92,88,51,61,50,79
S04660,Student_4660,42,79,87,47,49,88
S04661,Student_4661,53,65,90,47,74,42
S04662,Student_4662,90,56,41,83,71,46
S04663,Student_4663,57,96,74,47,59,40
S04664,Student_4664,70,95,58,44,60,73
S04665,Student_4665,60,85,85,79,63,56
S04666,Student_4666,72,88,52,92,81,67
S04667,Student_4667,56,80,94,82,82,79
S04668,Student_4668,55,95,67,64,94,93
S04669,Student_4669,92,82,78,44,63,83
S04670,Student_4670,84,55,51,73,80,86
S04671,Student_4671,88,43,74,47,60,97
S04672,Student_4672,82,40,64,89,70,58
S04673,Student_4673,73,62,60,61,58,97
S04674,Student_4674,56,78,51,43,82,70
S04675,Student_4675,47,82,99,45,88,53
S04676,Student_4676,55,59,41,97,41,68
S04677,Student_4677,74,94,85,60,40,56
S04678,Student_4678,42,94,40,96,67,68
S04679,Student_4679,87,57,94,76,65,89
S04680,Student_4680,57,96,42,90,95,50
S04681,Student_4681,56,93,53,92,96,45
S04682,Student_4682,48,44,74,79,88,67
S04683,Student_4683,44,72,79,80,58,82
S04684,Student_4684,84,79,43,66,59,59
S04685,Student_4685,80,56,43,59,47,68
S04686,Student_4686,94,90,48,95,85,71
S04687,Student_4687,69,80,70,66,65,81
S04688,Student_4688,56,75,78,73,41,75
S04689,Student_4689,40,98,51,84,80,63
S04690,Student_4690,81,63,90,45,74,79
S04691,Student_4691,48,53,90,63,88,80
S04692,Student_4692,76,63,44,66,70,85
S04693,Student_4693,75,47,87,49,56,87
S04694,Student_4694,62,84,99,67,41,81
S04695,Student_4695,83,63,62,89,61,79
S04696,Student_4696,50,55,70,68,58,83
S04697,Student_4697,53,90,90,91,63,83
S04698,Student_4698,47,56,82,94,64,70
S04699,Student_4699,91,75,44,42,43,63
S04700,Student_4700,74,77,58,89,70,53
S04701,Student_4701,78,45,68,95,61,53
S04702,Student_4702,88,79,84,99,76,57
S04703,Student_4703,76,61,99,63,49,40
S04704,Student_4704,79,79,65,97,61,56
S04705,Student_4705,41,53,79,59,73,49
S04706,Student_4706,79,52,95,56,99,65
S04707,Student_4707,62,71,69,44,82,61
S04708,Student_4708,49,75,50,81,82,65
S04709,Student_4709,47,95,67,63,89,98
S04710,Student_4710,40,57,59,46,48,86
S04711,Student_4711,72,81,68,52,74,83
S04712,Student_4712,86,53,73,57,47,85
S04713,Student_4713,84,70,74,80,56,60
S04714,Student_4714,44,68,40,77,92,56
S04715,Student_4715,75,74,88,66,50,67
S04716,Student_4716,64,42,91,40,77,80
S04717,Student_4717,96,60,49,53,56,89
S04718,Student_4718,50,87,69,92,84,40
S04719,Student_4719,75,57,87,48,72,89
S04720,Student_4720,64,80,53,79,97,53
S04721,Student_4721,49,69,46,59,46,40
S04722,Student_4722,43,50,75,94,67,93
S04723,Student_4723,41,62,59,40,60,89
S04724,Student_4724,90,93,58,52,72,59
S04725,Student_4725,93,74,47,73,98,98
S04726,Student_4726,68,78,61,42,71,98
S04727,Student_4727,75,53,91,41,70,46
S04728,Student_4728,87,43,83,58,75,82
S04729,Student_4729,77,83,74,56,54,83
S04730,Student_4730,69,46,47,62,67,53
S04731,Student_4731,95,55,86,68,74,74
S04732,Student_4732,93,96,45,90,78,71
S04733,Student_4733,92,55,94,79,43,74
S04734,Student_4734,70,97,87,89,41,79
S04735,Student_4735,62,68,83,99,64,93
S04736,Student_4736,70,53,78,57,68,77
S04737,Student_4737,89,42,99,69,68,65
S04738,Student_4738,78,89,73,71,76,87
S04739,Student_4739,61,97,47,73,67,81
S04740,Student_4740,42,76,60,54,51,69
S04741,Student_4741,96,45,97,84,71,57
S04742,Student_4742,66,54,89,84,63,57
S04743,Student_4743,81,65,58,98,80,70
S04744,Student_4744,96,74,58,72,49,52
S04745,Student_4745,60,54,86,80,75,55
S04746,Student_4746,97,55,42,45,96,99
S04747,Student_4747,50,94,55,71,49,95
S04748,Student_4748,56,92,51,54,57,64
S04749,Student_4749,68,59,91,60,72,49
S04750,Student_4750,42,48,64,41,60,44
S04751,Student_4751,45,67,63,61,95,65
S04752,Student_4752,52,66,49,82,59,83
S04753,Student_4753,91,93,80,69,92,43
S04754,Student_4754,65,84,51,79,57,63
S04755,Student_4755,78,86,87,52,93,57
S04756,Student_4756,99,78,74,68,79,67
S04757,Student_4757,97,68,69,56,68,55
S04758,Student_4758,85,64,73,47,52,40
S04759,Student_4759,69,53,83,84,91,48
S04760,Student_4760,53,87,52,62,80,60
S04761,Student_4761,74,87,80,48,77,88
S04762,Student_4762,66,92,53,71,49,82
S04763,Student_4763,77,86,65,66,72,80
S04764,Student_4764,92,53,99,57,88,93
S04765,Student_4765,94,50,78,97,93,57
S04766,Student_4766,44,43,43,84,40,60
S04767,Student_4767,95,69,79,53,96,61
S04768,Student_4768,78,68,80,94,49,62
S04769,Student_4769,95,97,86,94,79,84
S04770,Student_4770,52,57,50,48,55,53
S04771,Student_4771,62,95,43,46,84,85
S04772,Student_4772,60,88,71,94,47,55
S04773,Student_4773,53,64,98,90,64,60
S04774,Student_4774,76,90,64,67,49,40
S04775,Student_4775,46,40,67,94,89,60
S04776,Student_4776,84,45,86,62,62,43
S04777,Student_4777,75,94,80,80,44,42
S04778,Student_4778,77,51,52,60,86,93
S04779,Student_4779,45,47,66,62,83,49
S04780,Student_4780,40,62,48,97,76,49
S04781,Student_4781,59,97,90,82,48,50
S04782,Student_4782,63,53,95,73,53,73
S04783,Student_4783,83,99,42,53,77,72
S04784,Student_4784,71,48,74,50,91,58
S04785,Student_4785,82,86,60,49,64,59
S04786,Student_4786,58,78,88,47,89,81
S04787,Student_4787,76,47,91,55,43,95
S04788,Student_4788,69,42,62,48,58,47
S04789,Student_4789,77,53,94,81,54,82
S04790,Student_4790,89,46,95,72,49,74
S04791,Student_4791,84,65,72,87,61,85
S04792,Student_4792,50,41,49,97,89,54
S04793,Student_4793,62,41,72,68,71,86
S04794,Student_4794,48,44,50,70,62,85
S04795,Student_4795,47,75,48,55,97,76
S04796,Student_4796,55,74,52,46,52,51
S04797,Student_4797,46,79,94,47,75,53
S04798,Student_4798,64,61,62,54,59,93
S04799,Student_4799,64,46,90,62,76,89
S04800,Student_4800,85,40,68,71,44,91
S04801,Student_4801,83,92,51,57,70,89
S04802,Student_4802,75,59,75,61,86,81
S04803,Student_4803,52,66,62,87,49,77
S04804,Student_4804,73,80,64,91,75,65
S04805,Student_4805,63,56,51,74,70,56
S04806,Student_4806,61,49,99,77,52,99
S04807,Student_4807,96,65,84,55,81,64
S04808,Student_4808,72,82,84,66,66,84
S04809,Student_4809,47,54,60,77,70,96
S04810,Student_4810,66,77,81,98,59,85
S04811,Student_4811,67,79,44,70,79,44
S04812,Student_4812,65,45,96,80,44,40
S04813,Student_4813,67,46,73,76,55,66
S04814,Student_4814,43,68,76,46,52,65
S04815,Student_4815,99,65,92,85,79,50
S04816,Student_4816,55,63,86,95,45,88
S04817,Student_4817,69,95,90,81,50,92
S04818,Student_4818,66,90,71,97,72,99
S04819,Student_4819,62,48,56,92,73,96
S04820,Student_4820,54,90,98,93,44,54
S04821,Student_4821,46,44,84,88,87,63
S04822,Student_4822,45,77,59,68,72,73
S04823,Student_4823,40,84,53,81,95,85
S04824,Student_4824,67,42,63,99,57,85
S04825,Student_4825,94,87,91,88,59,83
S04826,Student_4826,73,65,58,92,49,51
S04827,Student_4827,66,96,40,51,67,72
S04828,Student_4828,80,87,62,71,46,85
S04829,Student_4829,84,75,79,98,59,78
S04830,Student_4830,89,40,86,71,41,77
S04831,Student_4831,69,67,58,92,43,55
S04832,Student_4832,55,72,52,86,86,75
S04833,Student_4833,68,73,66,91,86,42
S04834,Student_4834,40,61,99,65,64,88
S04835,Student_4835,92,58,80,97,77,52
S04836,Student_4836,79,80,78,94,97,48
S04837,Student_4837,90,76,41,80,83,55
S04838,Student_4838,92,85,84,50,96,62
S04839,Student_4839,90,72,97,73,49,48
S04840,Student_4840,79,57,74,59,44,64
S04841,Student_4841,87,90,82,44,54,59
S04842,Student_4842,48,69,44,69,79,82
S04843,Student_4843,62,99,46,86,53,46
S04844,Student_4844,73,40,55,91,98,85
S04845,Student_4845,68,88,56,83,88,50
S04846,Student_4846,71,58,49,65,79,77
S04847,Student_4847,41,75,76,49,92,75
S04848,Student_4848,71,96,78,80,98,97
S04849,Student_4849,56,68,44,71,64,67
S04850,Student_4850,62,53,92,87,82,50
S04851,Student_4851,71,90,91,86,60,47
S04852,Student_4852,78,52,72,83,93,41
S04853,Student_4853,98,58,69,49,66,78
S04854,Student_4854,94,72,56,75,78,99
S04855,Student_4855,58,54,72,41,65,61
S04856,Student_4856,86,92,93,40,92,90
S04857,Student_4857,73,51,48,77,61,44
S04858,Student_4858,57,51,58,44,42,64
S04859,Student_4859,56,78,96,52,61,40
S04860,Student_4860,73,48,94,62,93,78
S04861,Student_4861,54,95,60,91,60,64
S04862,Student_4862,54,78,58,93,48,65
S04863,Student_4863,71,61,45,46,87,54
S04864,Student_4864,43,49,89,92,92,42
S04865,Student_4865,80,48,81,48,83,79
S04866,Student_4866,90,60,87,58,90,99
S04867,Student_4867,58,96,47,86,62,98
S04868,Student_4868,49,41,50,44,77,83
S04869,Student_4869,70,91,97,70,72,91
S04870,Student_4870,83,74,89,58,42,40
S04871,Student_4871,41,79,60,58,69,97
S04872,Student_4872,74,51,89,75,51,43
S04873,Student_4873,85,44,75,83,83,92
S04874,Student_4874,65,52,79,63,45,65
S04875,Student_4875,74,91,79,86,54,63
S04876,Student_4876,40,75,86,53,85,51
S04877,Student_4877,56,80,77,45,86,84
S04878,Student_4878,50,54,84,41,71,42
S04879,Student_4879,79,57,46,65,94,67
S04880,Student_4880,63,91,48,49,68,72
S04881,Student_4881,59,66,96,86,58,79
S04882,Student_4882,57,67,50,80,80,57
S04883,Student_4883,85,87,46,91,93,80
S04884,Student_4884,63,80,86,49,46,63
S04885,Student_4885,93,51,60,70,52,95
S04886,Student_4886,84,96,82,42,96,80
S04887,Student_4887,84,84,99,84,66,90
S04888,Student_4888,58,77,62,57,99,93
S04889,Student_4889,63,80,46,75,65,97
S04890,Student_4890,54,40,47,77,48,40
S04891,Student_4891,40,40,82,61,60,58
S04892,Student_4892,80,59,52,68,74,62
S04893,Student_4893,95,42,84,60,68,49
S04894,Student_4894,83,98,93,41,59,75
S04895,Student_4895,96,58,73,76,62,57
S04896,Student_4896,63,48,69,59,72,61
S04897,Student_4897,67,96,92,86,57,98
S04898,Student_4898,76,66,87,68,83,82
S04899,Student_4899,46,79,53,44,92,84
S04900,Student_4900,47,87,88,71,45,97
S04901,Student_4901,92,43,62,98,94,92
S04902,Student_4902,99,81,66,94,93,54
S04903,Student_4903,57,79,94,49,66,74
S04904,Student_4904,80,42,81,55,68,56
S04905,Student_4905,51,68,71,66,44,94
S04906,Student_4906,78,42,76,42,96,56
S04907,Student_4907,80,48,73,60,87,41
S04908,Student_4908,84,40,73,45,66,88
S04909,Student_4909,85,91,82,42,52,96
S04910,Student_4910,63,68,91,48,52,96
S04911,Student_4911,79,66,98,86,67,96
S04912,Student_4912,81,51,83,76,58,70
S04913,Student_4913,86,93,74,72,92,91
S04914,Student_4914,68,50,73,67,99,40
S04915,Student_4915,99,81,61,88,55,53
S04916,Student_4916,86,57,86,94,48,50
S04917,Student_4917,47,62,60,76,87,77
S04918,Student_4918,75,82,97,79,50,89
S04919,Student_4919,92,64,84,63,40,99
S04920,Student_4920,78,74,40,69,67,74
S04921,Student_4921,69,42,76,46,41,91
S04922,Student_4922,76,58,49,76,88,99
S04923,Student_4923,86,82,50,40,79,88
S04924,Student_4924,95,55,54,72,56,46
S04925,Student_4925,86,45,46,91,71,80
S04926,Student_4926,93,84,67,54,73,84
S04927,Student_4927,83,49,44,48,61,53
S04928,Student_4928,74,82,65,63,90,52
S04929,Student_4929,96,94,98,74,79,63
S04930,Student_4930,83,81,68,48,79,81
S04931,Student_4931,82,76,73,85,50,42
S04932,Student_4932,51,45,60,61,83,62
S04933,Student_4933,77,97,71,60,97,96
S04934,Student_4934,75,75,98,53,66,53
S04935,Student_4935,69,54,57,49,70,74
S04936,Student_4936,84,75,53,52,49,86
S04937,Student_4937,54,94,55,87,91,68
S04938,Student_4938,81,94,62,92,91,67
S04939,Student_4939,80,45,73,72,48,83
S04940,Student_4940,46,98,84,81,86,84
S04941,Student_4941,88,70,84,65,41,90
S04942,Student_4942,45,52,62,77,66,47
S04943,Student_4943,87,69,70,58,72,63
S04944,Student_4944,99,48,80,78,68,71
S04945,Student_4945,81,68,74,50,57,61
S04946,Student_4946,67,51,63,71,54,68
S04947,Student_4947,81,50,87,65,97,61
S04948,Student_4948,51,96,92,64,93,86
S04949,Student_4949,74,45,52,54,89,84
S04950,Student_4950,41,69,79,71,90,56
S04951,Student_4951,91,88,62,49,41,87
S04952,Student_4952,84,95,83,80,92,97
S04953,Student_4953,98,57,89,86,85,91
S04954,Student_4954,53,52,71,77,51,81
S04955,Student_4955,57,85,83,73,53,55
S04956,Student_4956,88,47,49,60,79,95
S04957,Student_4957,78,83,67,83,50,56
S04958,Student_4958,66,83,92,86,81,54
S04959,Student_4959,67,63,48,42,80,49
S04960,Student_4960,52,67,53,49,87,87
S04961,Student_4961,48,44,84,78,95,40
S04962,Student_4962,65,83,95,74,81,88
S04963,Student_4963,59,46,68,82,62,46
S04964,Student_4964,53,47,55,87,66,74
S04965,Student_4965,41,63,99,86,54,84
S04966,Student_4966,63,65,70,77,86,43
S04967,Student_4967,60,97,90,86,94,48
S04968,Student_4968,94,97,80,78,50,42
S04969,Student_4969,40,43,57,75,80,50
S04970,Student_4970,78,92,45,76,52,90
S04971,Student_4971,88,86,98,65,89,72
S04972,Student_4972,82,79,48,70,64,71
S04973,Student_4973,61,58,51,75,97,53
S04974,Student_4974,91,93,81,97,88,79
S04975,Student_4975,88,76,50,98,50,59
S04976,Student_4976,58,67,77,95,75,61
S04977,Student_4977,41,82,77,63,67,62
S04978,Student_4978,99,97,80,61,46,87
S04979,Student_4979,84,62,88,58,57,51
S04980,Student_4980,67,70,74,61,77,59
S04981,Student_4981,97,57,67,63,45,54
S04982,Student_4982,88,48,64,98,56,92
S04983,Student_4983,80,47,88,89,59,72
S04984,Student_4984,78,54,98,68,56,79
S04985,Student_4985,56,89,55,73,86,83
S04986,Student_4986,96,48,73,70,78,84
S04987,Student_4987,44,96,85,70,93,64
S04988,Student_4988,65,72,64,82,77,55
S04989,Student_4989,52,89,93,57,66,92
S04990,Student_4990,68,42,51,65,88,50
S04991,Student_4991,53,72,69,69,82,94
S04992,Student_4992,76,61,49,80,44,76
S04993,Student_4993,64,50,95,46,46,55
S04994,Student_4994,93,69,46,81,94,86
S04995,Student_4995,78,45,70,70,56,69
S04996,Student_4996,99,49,74,81,99,87
S04997,Student_4997,66,59,98,56,68,87
S04998,Student_4998,99,90,65,87,71,45
S04999,Student_4999,74,63,78,59,68,85
S05000,Student_5000,59,82,44,47,97,98
S05001,Student_5001,73,43,52,74,51,40
S05002,Student_5002,49,46,49,95,43,93
S05003,Student_5003,40,51,62,51,60,42
S05004,Student_5004,65,59,51,82,62,65
S05005,Student_5005,40,89,47,40,95,79
S05006,Student_5006,67,89,79,42,69,45
S05007,Student_5007,88,95,99,52,67,98
S05008,Student_5008,69,52,58,63,42,88
S05009,Student_5009,63,65,91,87,43,43
S05010,Student_5010,47,91,45,61,90,51
S05011,Student_5011,40,64,96,90,84,46
S05012,Student_5012,73,71,47,84,79,53
S05013,Student_5013,70,42,68,55,56,99
S05014,Student_5014,92,62,99,70,48,88
S05015,Student_5015,85,41,94,93,65,56
S05016,Student_5016,52,65,78,63,87,59
S05017,Student_5017,69,81,47,94,50,74
S05018,Student_5018,60,97,71,92,54,48
S05019,Student_5019,82,97,73,88,76,82
S05020,Student_5020,56,58,44,94,46,62
S05021,Student_5021,55,86,63,97,91,58
S05022,Student_5022,89,47,45,49,87,61
S05023,Student_5023,76,46,49,72,83,93
S05024,Student_5024,81,98,50,69,93,77
S05025,Student_5025,72,41,70,43,71,73
S05026,Student_5026,83,82,62,72,54,46
S05027,Student_5027,52,40,43,86,42,98
S05028,Student_5028,45,50,85,86,42,42
S05029,Student_5029,78,94,61,92,84,86
S05030,Student_5030,61,54,46,92,61,86
S05031,Student_5031,58,45,62,46,69,92
S05032,Student_5032,74,47,89,62,86,74
S05033,Student_5033,40,66,60,68,80,43
S05034,Student_5034,42,67,73,86,49,64
S05035,Student_5035,89,46,88,58,53,82
S05036,Student_5036,94,43,76,76,70,41
S05037,Student_5037,82,62,57,88,43,55
S05038,Student_5038,48,95,90,63,54,91
S05039,Student_5039,73,64,71,60,87,84
S05040,Student_5040,56,92,61,53,78,57
S05041,Student_5041,43,53,49,67,71,82
S05042,Student_5042,82,48,84,54,77,86
S05043,Student_5043,84,88,63,63,79,51
S05044,Student_5044,50,94,82,78,88,73
S05045,Student_5045,57,78,90,53,65,64
S05046,Student_5046,88,97,71,96,57,61
S05047,Student_5047,48,63,76,93,88,71
S05048,Student_5048,92,62,73,50,57,95
S05049,Student_5049,98,84,81,96,62,74
S05050,Student_5050,96,56,55,66,83,56
S05051,Student_5051,60,72,92,61,54,94
S05052,Student_5052,76,90,82,82,41,76
S05053,Student_5053,71,82,46,63,77,62
S05054,Student_5054,59,92,71,92,95,46
S05055,Student_5055,71,65,43,88,65,78
S05056,Student_5056,96,80,83,49,75,43
S05057,Student_5057,82,98,86,52,53,44
S05058,Student_5058,80,64,85,77,52,45
S05059,Student_5059,65,64,51,43,76,92
S05060,Student_5060,61,77,44,81,55,70
S05061,Student_5061,80,51,45,99,75,74
S05062,Student_5062,52,97,73,65,49,52
S05063,Student_5063,51,70,64,72,88,50
S05064,Student_5064,86,86,60,64,97,89
S05065,Student_5065,65,58,74,98,78,50
S05066,Student_5066,58,90,75,95,99,48
S05067,Student_5067,49,73,69,86,66,55
S05068,Student_5068,95,76,48,51,77,96
S05069,Student_5069,54,70,69,44,77,90
S05070,Student_5070,86,53,76,40,92,58
S05071,Student_5071,46,55,65,78,71,54
S05072,Student_5072,56,81,57,92,41,95
S05073,Student_5073,65,74,75,76,66,84
S05074,Student_5074,90,75,88,86,62,43
S05075,Student_5075,89,56,53,80,87,69
S05076,Student_5076,91,94,70,57,81,44
S05077,Student_5077,57,45,52,71,94,71
S05078,Student_5078,47,64,42,42,41,84
S05079,Student_5079,47,90,56,69,42,95
S05080,Student_5080,91,66,69,98,79,63
S05081,Student_5081,45,92,76,60,41,83
S05082,Student_5082,69,51,95,40,69,71
S05083,Student_5083,58,83,95,85,70,80
S05084,Student_5084,97,40,41,88,63,43
S05085,Student_5085,68,55,49,46,50,86
S05086,Student_5086,55,81,59,59,62,51
S05087,Student_5087,60,51,52,48,42,95
S05088,Student_5088,91,66,96,57,98,63
S05089,Student_5089,77,63,92,82,94,84
S05090,Student_5090,77,43,65,97,74,53
S05091,Student_5091,53,58,67,46,66,55
S05092,Student_5092,66,63,46,57,48,43
S05093,Student_5093,68,94,93,82,94,50
S05094,Student_5094,58,45,49,43,86,48
S05095,Student_5095,59,71,88,90,57,87
S05096,Student_5096,51,93,89,66,85,58
S05097,Student_5097,77,46,75,91,87,48
S05098,Student_5098,81,84,78,99,69,73
S05099,Student_5099,75,71,80,74,56,93
S05100,Student_5100,98,51,58,46,53,75
S05101,Student_5101,91,98,57,92,43,81
S05102,Student_5102,77,72,59,89,58,89
S05103,Student_5103,81,55,58,73,89,54
S05104,Student_5104,77,90,53,66,58,85
S05105,Student_5105,65,48,80,97,77,86
S05106,Student_5106,92,80,86,82,54,79
S05107,Student_5107,94,96,85,54,42,64
S05108,Student_5108,95,94,59,42,55,52
S05109,Student_5109,72,40,42,75,61,47
S05110,Student_5110,56,80,57,90,87,77
S05111,Student_5111,75,93,77,53,84,76
S05112,Student_5112,57,41,90,65,91,64
S05113,Student_5113,62,74,52,47,79,44
S05114,Student_5114,87,40,66,41,80,79
